id,taxonomic_group,name,ncbi_taxid,add_time
601,119,"Acetobacter pasteurianus IFO 3283-01",0,"2023-05-30 19:23:22"
602,120,"Sphingobium japonicum UT26S",0,"2023-05-30 19:23:23"
603,121,"Caulobacter segnis ATCC 21756",0,"2023-05-30 19:23:23"
604,121,"Phenylobacterium zucineum HLK1",0,"2023-05-30 19:23:23"
605,122,"Geobacter uraniumreducens Rf4",0,"2023-05-30 19:23:24"
606,122,"Geobacter sp. FRC-32",0,"2023-05-30 19:23:24"
607,122,"Geobacter sp. M21",0,"2023-05-30 19:23:24"
608,122,"Geobacter lovleyi SZ",0,"2023-05-30 19:23:24"
609,122,"Pelobacter propionicus DSM 2379",0,"2023-05-30 19:23:24"
610,122,"Pelobacter carbinolicus str. DSM 2380",0,"2023-05-30 19:23:24"
615,131,"Clostridium bartlettii DSM 16795",0,"2023-05-30 19:23:25"
616,131,"Clostridium bolteae ATCC BAA-613",0,"2023-05-30 19:23:25"
618,131,"Clostridium butyricum 5521",0,"2023-05-30 19:23:25"
619,131,"Clostridium hiranonis DSM 13275",0,"2023-05-30 19:23:25"
620,131,"Clostridium leptum DSM 753",0,"2023-05-30 19:23:25"
621,131,"Clostridium nexile DSM 1787",0,"2023-05-30 19:23:25"
622,131,"Clostridium scindens ATCC 35704",0,"2023-05-30 19:23:25"
623,131,"Clostridium sp. L2-50",0,"2023-05-30 19:23:25"
624,132,"Chloroflexus aggregans DSM 9485",0,"2023-05-30 19:23:25"
625,132,"Chloroflexus sp. Y-400-fl",0,"2023-05-30 19:23:25"
626,132,"Herpetosiphon aurantiacus ATCC 23779",0,"2023-05-30 19:23:25"
627,132,"Roseiflexus castenholzii DSM 13941",0,"2023-05-30 19:23:25"
631,159,"Deinococcus deserti VCD115",0,"2023-05-30 19:23:26"
632,159,"Thermus aquaticus Y51MC23",0,"2023-05-30 19:23:26"
633,1004,"Frankia sp. CcI3",0,"2023-05-30 19:23:31"
634,1004,"Frankia sp. EAN1pec",0,"2023-05-30 19:23:31"
635,169,"Streptomyces griseus subsp. griseus NBRC 13350",0,"2023-05-30 19:23:29"
636,1004,"Actinosynnema mirum DSM 43827",0,"2023-05-30 19:23:31"
637,131,"Clostridium sp. SS2 / 1",0,"2023-05-30 19:23:25"
638,1005,"Enterococcus faecium DO",0,"2023-05-30 19:23:31"
645,1058,"Methanocorpusculum labreanum Z",0,"2023-05-30 19:23:35"
646,1058,"Methanospirillum hungatei JF-1",0,"2023-05-30 19:23:35"
647,1058,"Methanoculleus marisnigri JR1",0,"2023-05-30 19:23:35"
648,1058,"Candidatus Methanosphaerula palustris E1-9c",0,"2023-05-30 19:23:35"
649,1058,"Candidatus Methanoregula boonei 6A8",0,"2023-05-30 19:23:35"
650,1054,"Methanosaeta thermophila PT",0,"2023-05-30 19:23:34"
651,1054,"Methanosarcina barkeri str. fusaro",0,"2023-05-30 19:23:34"
652,1054,"Methanosarcina mazei Goe1",0,"2023-05-30 19:23:34"
653,1054,"Methanosarcina acetivorans C2A",0,"2023-05-30 19:23:34"
654,1054,"Methanococcoides burtonii DSM 6242",0,"2023-05-30 19:23:34"
655,1054,"Methanohalophilus mahii DSM 5219",0,"2023-05-30 19:23:34"
656,1054,"Methanocella paludicola SANAE",0,"2023-05-30 19:23:34"
657,1059,"Halorhabdus utahensis DSM 12940",0,"2023-05-30 19:23:35"
658,1059,"Haloarcula marismortui ATCC 43049",0,"2023-05-30 19:23:35"
659,1059,"Halomicrobium mukohataei DSM 12286",0,"2023-05-30 19:23:35"
660,1059,"Halorubrum lacusprofundi ATCC 49239",0,"2023-05-30 19:23:36"
661,1059,"Haloferax volcanii DS2",0,"2023-05-30 19:23:35"
662,1059,"Haloquadratum walsbyi DSM 16790",0,"2023-05-30 19:23:35"
663,1059,"Haloterrigena turkmenica DSM 5511",0,"2023-05-30 19:23:36"
664,1059,"Natrialba magadii ATCC 43099",0,"2023-05-30 19:23:36"
665,1059,"Halobacterium sp. NRC-1",0,"2023-05-30 19:23:35"
666,1059,"Halobacterium salinarum R1",0,"2023-05-30 19:23:35"
667,1059,"Natronomonas pharaonis DSM 2160",0,"2023-05-30 19:23:36"
668,1057,"Ferroglobus placidus DSM 10642",0,"2023-05-30 19:23:35"
669,1057,"Archaeoglobus fulgidus DSM 4304",0,"2023-05-30 19:23:35"
670,1057,"Archaeoglobus profundus DSM 5631",0,"2023-05-30 19:23:35"
672,187,"Methanocaldococcus vulcanius M7",0,"2023-05-30 19:23:29"
673,187,"Methanocaldococcus fervens AG86",0,"2023-05-30 19:23:29"
674,187,"Methanocaldococcus sp. FS406-22",0,"2023-05-30 19:23:29"
675,187,"Methanocaldococcus jannaschii DSM 2661",0,"2023-05-30 19:23:29"
676,187,"Methanococcus aeolicus Nankai-3",0,"2023-05-30 19:23:29"
677,187,"Methanococcus voltae A3",0,"2023-05-30 19:23:30"
678,187,"Methanococcus vannielii SB",0,"2023-05-30 19:23:30"
679,187,"Methanococcus maripaludis S2",0,"2023-05-30 19:23:29"
680,187,"Methanococcus maripaludis C6",0,"2023-05-30 19:23:29"
681,187,"Methanococcus maripaludis C5",0,"2023-05-30 19:23:29"
682,187,"Methanococcus maripaludis C7",0,"2023-05-30 19:23:29"
683,1055,"Methanothermobacter thermautotrophicus str. Delta H",0,"2023-05-30 19:23:34"
684,1055,"Methanosphaera stadtmanae DSM 3091",0,"2023-05-30 19:23:34"
685,1055,"Methanobrevibacter ruminantium M1",0,"2023-05-30 19:23:34"
686,1055,"Methanobrevibacter smithii DSM 2375",0,"2023-05-30 19:23:34"
687,1055,"Methanobrevibacter smithii ATCC 35061",0,"2023-05-30 19:23:34"
688,1056,"Pyrococcus furiosus DSM 3638",0,"2023-05-30 19:23:34"
689,1056,"Pyrococcus abyssi GE5",0,"2023-05-30 19:23:34"
690,1056,"Pyrococcus horikoshii OT3",0,"2023-05-30 19:23:34"
691,1056,"Thermococcus onnurineus NA1",0,"2023-05-30 19:23:34"
692,1056,"Thermococcus gammatolerans EJ3",0,"2023-05-30 19:23:34"
693,1056,"Thermococcus kodakaraensis KOD1",0,"2023-05-30 19:23:34"
694,1056,"Thermococcus sibiricus MM 739",0,"2023-05-30 19:23:34"
696,1060,"Metallosphaera sedula DSM 5348",0,"2023-05-30 19:23:36"
697,1060,"Sulfolobus islandicus Y.N.15.51",0,"2023-05-30 19:23:36"
704,1060,"Sulfolobus solfataricus P2",0,"2023-05-30 19:23:36"
705,1060,"Sulfolobus tokodaii str. 7",0,"2023-05-30 19:23:36"
706,1060,"Sulfolobus acidocaldarius DSM 639",0,"2023-05-30 19:23:36"
714,1053,"Pyrobaculum calidifontis JCM 11548",0,"2023-05-30 19:23:33"
715,1053,"Pyrobaculum islandicum DSM 4184",0,"2023-05-30 19:23:33"
716,1053,"Thermoproteus neutrophilus V24Sta",0,"2023-05-30 19:23:33"
717,1053,"Pyrobaculum aerophilum str. IM2",0,"2023-05-30 19:23:33"
718,1053,"Pyrobaculum arsenaticum DSM 13514",0,"2023-05-30 19:23:33"
989,165,"Francisella philomiragia subsp. philomiragia ATCC 25017",0,"2023-05-30 19:23:28"
999,165,"Francisella novicida FTE",0,"2023-05-30 19:23:28"
1096,1001,"Bordetella avium 197N",0,"2023-05-30 19:23:30"
1207,167,"Wolinella succinogenes DSM 1740",0,"2023-05-30 19:23:28"
1208,167,"Helicobacter canadensis MIT 98-5491",0,"2023-05-30 19:23:28"
1209,167,"Helicobacter pullorum MIT 98-5489",0,"2023-05-30 19:23:28"
1210,167,"Helicobacter cinaedi CCUG 18818",0,"2023-05-30 19:23:28"
1211,167,"Helicobacter hepaticus ATCC 51449",0,"2023-05-30 19:23:28"
1212,167,"Helicobacter mustelae 12198",0,"2023-05-30 19:23:28"
1218,167,"Helicobacter pylori J99",0,"2023-05-30 19:23:28"
1222,167,"Helicobacter acinonychis str. Sheeba",0,"2023-05-30 19:23:28"
1224,166,"Campylobacter lari RM2100",0,"2023-05-30 19:23:28"
1225,166,"Campylobacter upsaliensis RM3195",0,"2023-05-30 19:23:28"
1226,166,"Campylobacter coli RM2228",0,"2023-05-30 19:23:28"
1228,166,"Campylobacter jejuni subsp. jejuni NCTC 11168",0,"2023-05-30 19:23:28"
1238,166,"Campylobacter rectus RM3267",0,"2023-05-30 19:23:28"
1239,166,"Campylobacter curvus 525.92",0,"2023-05-30 19:23:28"
1240,166,"Campylobacter concisus 13826",0,"2023-05-30 19:23:28"
1241,166,"Campylobacter fetus subsp. fetus 82-40",0,"2023-05-30 19:23:28"
1242,166,"Campylobacter hominis ATCC BAA-381",0,"2023-05-30 19:23:28"
1280,170,"Moorella thermoacetica ATCC 39073",0,"2023-05-30 19:23:29"
1332,164,"Bryantella formatexigens DSM 14469",0,"2023-05-30 19:23:27"
1333,164,"Blautia hansenii DSM 20583",0,"2023-05-30 19:23:27"
1334,164,"Clostridiales bacterium 1_7_47_FAA",0,"2023-05-30 19:23:27"
1336,170,"Thermoanaerobacter italicus Ab9",0,"2023-05-30 19:23:29"
1367,1006,"Listeria seeligeri serovar 1 / 2b str. SLCC3954",0,"2023-05-30 19:23:31"
1543,1011,"Algoriphagus sp. PR1",0,"2023-05-30 19:23:33"
1544,1011,"Dyadobacter fermentans DSM 18053",0,"2023-05-30 19:23:33"
1546,1011,"Microscilla marina ATCC 23134",0,"2023-05-30 19:23:33"
1548,1011,"Pedobacter heparinus DSM 2366",0,"2023-05-30 19:23:33"
1549,1011,"Pedobacter sp. BAL39",0,"2023-05-30 19:23:33"
1550,1011,"Chitinophaga pinensis DSM 2588",0,"2023-05-30 19:23:33"
1561,1010,"Capnocytophaga ochracea DSM 7271",0,"2023-05-30 19:23:33"
1562,1010,"Flavobacterium psychrophilum JIP02 / 86",0,"2023-05-30 19:23:33"
1563,1010,"Flavobacteria bacterium BAL38",0,"2023-05-30 19:23:33"
1564,1010,"Flavobacteriales bacterium HTCC2170",0,"2023-05-30 19:23:33"
1565,1010,"Kordia algicida OT-1",0,"2023-05-30 19:23:33"
1566,1010,"Flavobacteriales bacterium ALC-1",0,"2023-05-30 19:23:33"
1567,1010,"Polaribacter irgensii 23-P",0,"2023-05-30 19:23:33"
1568,1010,"Tenacibaculum sp. MED152",0,"2023-05-30 19:23:33"
1569,1010,"Cellulophaga sp. MED134",0,"2023-05-30 19:23:33"
1570,1010,"Flavobacteria bacterium BBFL7",0,"2023-05-30 19:23:33"
1571,1010,"Gramella forsetii KT0803",0,"2023-05-30 19:23:33"
1573,1010,"Croceibacter atlanticus HTCC2559",0,"2023-05-30 19:23:33"
1574,1010,"Psychroflexus torquis ATCC 700755",0,"2023-05-30 19:23:33"
1575,1010,"Flavobacteriaceae bacterium 3519-10",0,"2023-05-30 19:23:33"
1576,1010,"Blattabacterium sp. (Blattella germanica) str. Bge",0,"2023-05-30 19:23:33"
1578,1010,"Candidatus Sulcia muelleri SMDSEM",0,"2023-05-30 19:23:33"
1582,148,"Chloroherpeton thalassium ATCC 35110",0,"2023-05-30 19:23:26"
1583,148,"Prosthecochloris aestuarii DSM 271",0,"2023-05-30 19:23:26"
1584,148,"Chlorobium phaeobacteroides BS1",0,"2023-05-30 19:23:26"
1585,148,"Chlorobaculum parvum NCIB 8327",0,"2023-05-30 19:23:26"
1586,148,"Pelodictyon luteolum DSM 273",0,"2023-05-30 19:23:26"
1587,148,"Prosthecochloris vibrioformis DSM 265",0,"2023-05-30 19:23:26"
1588,148,"Chlorobium limicola DSM 245",0,"2023-05-30 19:23:26"
1589,148,"Chlorobium phaeobacteroides DSM 266",0,"2023-05-30 19:23:26"
1590,148,"Chlorobium ferrooxidans DSM 13031",0,"2023-05-30 19:23:26"
1591,148,"Pelodictyon phaeoclathratiforme BU-1",0,"2023-05-30 19:23:26"
1592,148,"Chlorobium chlorochromatii CaD3",0,"2023-05-30 19:23:26"
1594,1011,"Salinibacter ruber DSM 13855",0,"2023-05-30 19:23:33"
1604,168,"Gardnerella vaginalis 409-05",0,"2023-05-30 19:23:29"
1605,168,"Bifidobacterium dentium Bd1",0,"2023-05-30 19:23:29"
1608,168,"Bifidobacterium breve DSM 20213",0,"2023-05-30 19:23:29"
1611,168,"Bifidobacterium animalis subsp. lactis AD011",0,"2023-05-30 19:23:28"
1644,1008,"Gemmata obscuriglobus UQM 2246",0,"2023-05-30 19:23:32"
1645,1008,"Planctomyces maris DSM 8797",0,"2023-05-30 19:23:32"
1646,1008,"Pirellula staleyi DSM 6068",0,"2023-05-30 19:23:32"
1647,1009,"Parachlamydia sp. UWE25",0,"2023-05-30 19:23:32"
1656,1009,"Chlamydophila felis Fe / C-56",0,"2023-05-30 19:23:32"
